EventTemplate,Occurrences
<*> <*> (10.0.11.208:40130 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,21
closing AMQP connection <*> (10.0.11.197:44724 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.208:40130 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,21
accepting AMQP connection <*> (10.0.11.208:41586 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.208:41586 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
accepting AMQP connection <*> (10.0.11.197:46968 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:46968 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.208:41586 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
closing AMQP connection <*> (10.0.11.197:46968 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:42174 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:42174 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:42174 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:47604 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:47604 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
accepting AMQP connection <*> (10.0.11.208:42364 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:42364 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:47604 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.208:42364 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:42410 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:42410 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:42410 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:43602 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:43602 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:43602 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:48918 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:48918 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:48918 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:49628 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:49628 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:49628 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:49300 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:49300 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:49300 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:55186 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:55186 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:55186 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:50442 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:50442 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:50442 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:50490 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:50490 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:50490 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:56812 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:56812 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:56812 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:56846 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:56846 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:56846 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:56926 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:56926 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:56926 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:56946 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:56946 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:56946 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:57008 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:57008 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
accepting AMQP connection <*> (10.0.11.208:51694 -> 10.0.11.23:5672) ,18
closing AMQP connection <*> (10.0.11.197:57008 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
<*> <*> (10.0.11.208:51694 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
closing AMQP connection <*> (10.0.11.208:51694 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
accepting AMQP connection <*> (10.0.11.208:51714 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:51714 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:51714 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:57860 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.208:57860 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.208:57860 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.208:57894 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:57894 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
accepting AMQP connection <*> (10.0.11.197:34938 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:34938 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:57894 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:57908 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:57908 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:57908 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:57918 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:57918 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:34938 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
closing AMQP connection <*> (10.0.11.208:57918 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:35100 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.197:35100 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.197:35100 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:35132 -> 10.0.11.23:5672) ,18
<*> <*> (10.0.11.197:35132 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
closing AMQP connection <*> (10.0.11.197:35132 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
accepting AMQP connection <*> (10.0.11.197:35142 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:35142 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.197:35142 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.197:35214 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:35214 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
accepting AMQP connection <*> (10.0.11.208:58118 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.208:58118 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:35214 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
closing AMQP connection <*> (10.0.11.208:58118 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.208:58128 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.208:58128 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.208:58128 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.197:38872 -> 10.0.11.23:5672) ,6
<*> <*> (10.0.11.197:38872 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,6
closing AMQP connection <*> (10.0.11.197:38872 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,6
accepting AMQP connection <*> (10.0.11.197:40256 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:40256 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.197:40256 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:40622 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:40622 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:40622 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:35628 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:35628 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:35628 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:35782 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:35782 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.208:35782 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:35808 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:35808 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:35808 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:41302 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:41302 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:41302 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:41398 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:41398 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:41398 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:41426 -> 10.0.11.23:5672) ,18
<*> <*> (10.0.11.197:41426 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
closing AMQP connection <*> (10.0.11.197:41426 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
accepting AMQP connection <*> (10.0.11.197:41442 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.197:41442 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
closing AMQP connection <*> (10.0.11.197:41442 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
accepting AMQP connection <*> (10.0.11.197:41446 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:41446 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:41446 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:45752 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:45752 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:45752 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:46730 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:46730 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:46730 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:41632 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.208:41632 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
closing AMQP connection <*> (10.0.11.208:41632 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
accepting AMQP connection <*> (10.0.11.208:42294 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:42294 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:42294 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.197:48708 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:48708 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:48708 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:48794 -> 10.0.11.23:5672) ,13
<*> <*> (10.0.11.197:48794 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,13
closing AMQP connection <*> (10.0.11.197:48794 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,13
accepting AMQP connection <*> (10.0.11.197:48886 -> 10.0.11.23:5672) ,8
<*> <*> (10.0.11.197:48886 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,8
closing AMQP connection <*> (10.0.11.197:48886 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,8
accepting AMQP connection <*> (10.0.11.197:50806 -> 10.0.11.23:5672) ,20
<*> <*> (10.0.11.197:50806 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,20
closing AMQP connection <*> (10.0.11.197:50806 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,20
accepting AMQP connection <*> (10.0.11.208:48558 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:48558 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:48558 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:48614 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:48614 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
accepting AMQP connection <*> (10.0.11.197:54062 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.197:54062 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.197:54062 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
closing AMQP connection <*> (10.0.11.208:48614 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.208:51408 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.208:51408 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:51408 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:54338 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:54338 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
accepting AMQP connection <*> (10.0.11.197:60326 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:60326 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:54338 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
closing AMQP connection <*> (10.0.11.197:60326 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:56268 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:56268 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.208:56268 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:34866 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:34866 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.197:34866 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.208:57852 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:57852 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:57852 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:59058 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.208:59058 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.208:59058 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.197:38076 -> 10.0.11.23:5672) ,18
<*> <*> (10.0.11.197:38076 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
accepting AMQP connection <*> (10.0.11.208:33000 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.208:33000 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:38076 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
closing AMQP connection <*> (10.0.11.208:33000 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.197:42202 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:42202 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:42202 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:42224 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.197:42224 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.197:42224 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.208:36952 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:36952 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:36952 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:37164 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.208:37164 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
accepting AMQP connection <*> (10.0.11.197:42496 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:42496 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:42496 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
closing AMQP connection <*> (10.0.11.208:37164 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.197:42512 -> 10.0.11.23:5672) ,16
<*> <*> (10.0.11.197:42512 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,16
closing AMQP connection <*> (10.0.11.197:42512 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,16
accepting AMQP connection <*> (10.0.11.208:40954 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:40954 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
accepting AMQP connection <*> (10.0.11.197:46496 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.197:46496 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:40954 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
closing AMQP connection <*> (10.0.11.197:46496 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.197:47332 -> 10.0.11.23:5672) ,14
<*> <*> (10.0.11.197:47332 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,14
closing AMQP connection <*> (10.0.11.197:47332 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,14
accepting AMQP connection <*> (10.0.11.208:42318 -> 10.0.11.23:5672) ,12
<*> <*> (10.0.11.208:42318 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,12
closing AMQP connection <*> (10.0.11.208:42318 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,12
accepting AMQP connection <*> (10.0.11.197:48210 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.197:48210 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.197:48210 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.197:48252 -> 10.0.11.23:5672) ,18
<*> <*> (10.0.11.197:48252 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,18
closing AMQP connection <*> (10.0.11.197:48252 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,18
accepting AMQP connection <*> (10.0.11.197:48342 -> 10.0.11.23:5672) ,15
<*> <*> (10.0.11.197:48342 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,15
accepting AMQP connection <*> (10.0.11.208:42916 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:42916 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:42916 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:42988 -> 10.0.11.23:5672) ,10
closing AMQP connection <*> (10.0.11.197:48342 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,15
<*> <*> (10.0.11.208:42988 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:42988 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:43018 -> 10.0.11.23:5672) ,6
<*> <*> (10.0.11.208:43018 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,6
closing AMQP connection <*> (10.0.11.208:43018 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,6
accepting AMQP connection <*> (10.0.11.208:45576 -> 10.0.11.23:5672) ,7
<*> <*> (10.0.11.208:45576 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,7
accepting AMQP connection <*> (10.0.11.197:50762 -> 10.0.11.23:5672) ,17
<*> <*> (10.0.11.197:50762 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,17
closing AMQP connection <*> (10.0.11.208:45576 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,7
closing AMQP connection <*> (10.0.11.197:50762 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,17
accepting AMQP connection <*> (10.0.11.197:51606 -> 10.0.11.23:5672) ,6
<*> <*> (10.0.11.197:51606 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,6
closing AMQP connection <*> (10.0.11.197:51606 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,6
accepting AMQP connection <*> (10.0.11.208:47826 -> 10.0.11.23:5672) ,9
<*> <*> (10.0.11.208:47826 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,9
closing AMQP connection <*> (10.0.11.208:47826 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,9
accepting AMQP connection <*> (10.0.11.208:48624 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:48624 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:48624 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:52178 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:52178 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:52178 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:52244 -> 10.0.11.23:5672) ,19
<*> <*> (10.0.11.208:52244 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,19
closing AMQP connection <*> (10.0.11.208:52244 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,19
accepting AMQP connection <*> (10.0.11.208:52256 -> 10.0.11.23:5672) ,11
<*> <*> (10.0.11.208:52256 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,11
closing AMQP connection <*> (10.0.11.208:52256 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,11
accepting AMQP connection <*> (10.0.11.208:52262 -> 10.0.11.23:5672) ,10
<*> <*> (10.0.11.208:52262 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,10
closing AMQP connection <*> (10.0.11.208:52262 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,10
accepting AMQP connection <*> (10.0.11.208:52270 -> 10.0.11.23:5672) ,6
<*> <*> (10.0.11.208:52270 -> 10.0.11.23:5672): user 'gaia' authenticated and granted access to vhost '/' ,6
closing AMQP connection <*> (10.0.11.208:52270 -> 10.0.11.23:5672 vhost: '/' user: 'gaia') ,6
accepting AMQP connection <*> (10.0.11.197:60700 -> 10.0.11.23:5672) ,8
